RepID,ManagerID,Segment,Region,TenureMonths,Certified,AvgDealSize,Opportunities,Wins,RawWinRate,TrueWinRate,ExposureMonths,OutboundMeetings,RawMeetingsPerMonth,TrueMeetingsPerMonth,MeanDiscountPct,DiscountSD,TrueMeanDiscountPct,Losses,LossCompetitor,LossNoDecision,LossBudget,LossTiming,TrueLossCompetitor,TrueLossNoDecision,TrueLossBudget,TrueLossTiming
R-1673,M-258,Mid-Market,North America,25.4,No,34100,54,33,0.6111,0.6076,24.0,74,3.0833,3.45,9.4076,8.6449,8.6094,21,2,4,9,6,0.1327,0.2329,0.4009,0.2335
R-1674,M-258,Mid-Market,North America,42.8,Yes,39000,43,20,0.4651,0.5466,24.0,83,3.4583,3.4029,15.0535,11.0619,16.0597,23,16,5,2,0,0.7582,0.1825,0.0536,0.0058
R-1675,M-258,Mid-Market,North America,22.7,No,41700,70,39,0.5571,0.4756,22.7,121,5.3304,4.9496,10.9568,9.9101,8.9657,31,18,3,6,4,0.5076,0.0733,0.2917,0.1275
R-1676,M-258,Mid-Market,North America,8.0,Yes,46200,26,12,0.4615,0.4296,8.0,20,2.5,3.2993,12.4731,8.7885,12.7176,14,3,4,4,3,0.3981,0.2969,0.2461,0.0589
R-1677,M-258,Mid-Market,North America,3.5,No,45100,7,3,0.4286,0.3343,3.5,12,3.4286,1.8669,9.4419,7.8955,12.1619,4,1,2,0,1,0.279,0.2028,0.2291,0.289
R-1678,M-258,Mid-Market,North America,20.1,Yes,41600,97,48,0.4948,0.4843,20.1,118,5.8706,5.2401,12.903,9.23,12.4246,49,21,11,4,13,0.3284,0.3598,0.0212,0.2906
R-1679,M-258,Mid-Market,North America,11.9,No,27700,40,19,0.475,0.3827,11.9,50,4.2017,3.55,21.6748,9.8502,18.8523,21,11,6,1,3,0.3847,0.4522,0.1124,0.0508
R-1680,M-258,Mid-Market,North America,27.4,Yes,47800,56,31,0.5536,0.5082,24.0,51,2.125,2.2006,9.4952,8.1722,7.4429,25,7,3,12,3,0.3907,0.1326,0.3737,0.103
R-1681,M-258,Mid-Market,North America,22.6,Yes,32500,57,27,0.4737,0.4885,22.6,127,5.6195,5.3384,14.433,10.2452,12.9647,30,15,9,3,3,0.4856,0.3638,0.071,0.0796
R-1682,M-258,Mid-Market,North America,22.7,No,42800,101,38,0.3762,0.3342,22.7,51,2.2467,2.612,13.7099,10.9737,13.6569,63,7,12,31,13,0.1274,0.2653,0.4541,0.1531
R-1683,M-258,Mid-Market,North America,6.0,No,45500,17,2,0.1176,0.2205,6.0,16,2.6667,3.516,12.2058,8.0504,13.6377,15,6,5,1,3,0.374,0.3808,0.09,0.1552
R-1684,M-258,Mid-Market,North America,24.8,No,25200,85,31,0.3647,0.3491,24.0,66,2.75,2.9206,13.9094,10.5627,13.5636,54,3,22,15,14,0.1491,0.3638,0.2211,0.2661
R-1685,M-259,Mid-Market,EMEA,34.3,No,34200,64,19,0.2969,0.2238,24.0,150,6.25,5.4166,9.4001,8.2249,7.441,45,14,13,7,11,0.3117,0.3575,0.0803,0.2505
R-1686,M-259,Mid-Market,EMEA,43.1,No,37800,84,23,0.2738,0.3634,24.0,91,3.7917,4.0329,11.0129,8.9492,8.9292,61,3,16,27,15,0.1276,0.2814,0.4231,0.168
R-1687,M-259,Mid-Market,EMEA,35.3,Yes,45500,71,19,0.2676,0.2994,24.0,144,6.0,5.6993,10.5215,9.5412,10.3989,52,30,10,11,1,0.6534,0.1182,0.1804,0.048
R-1688,M-259,Mid-Market,EMEA,5.8,Yes,36200,15,3,0.2,0.2276,5.8,29,5.0,5.296,9.3683,7.9382,15.189,12,1,4,5,2,0.1868,0.2705,0.3498,0.1929
R-1689,M-259,Mid-Market,EMEA,30.5,Yes,38100,71,29,0.4085,0.3737,24.0,116,4.8333,4.9014,12.0281,9.3826,10.1168,42,21,9,5,7,0.3818,0.3332,0.086,0.199
R-1690,M-259,Mid-Market,EMEA,12.2,Yes,42100,66,30,0.4545,0.4619,12.2,46,3.7705,3.9614,19.1705,9.7259,16.0504,36,9,18,3,6,0.3956,0.3752,0.0939,0.1354
R-1691,M-259,Mid-Market,EMEA,10.2,No,41200,47,14,0.2979,0.2848,10.2,43,4.2157,5.3084,14.4976,8.449,13.3483,33,4,25,2,2,0.0808,0.7344,0.1106,0.0743
R-1692,M-259,Mid-Market,EMEA,33.8,Yes,37100,111,40,0.3604,0.4544,24.0,96,4.0,4.3472,11.8384,9.9551,10.3858,71,25,30,13,3,0.222,0.5971,0.161,0.0199
R-1693,M-260,Mid-Market,North America,17.1,Yes,51100,78,5,0.0641,0.1049,17.1,76,4.4444,4.117,18.0562,10.4976,15.7388,73,30,32,6,5,0.3599,0.461,0.0767,0.1024
R-1694,M-260,Mid-Market,North America,6.7,No,52300,13,4,0.3077,0.1787,6.7,26,3.8806,3.7637,23.8486,7.5363,19.2406,9,3,1,4,1,0.3665,0.0933,0.3308,0.2094
R-1695,M-260,Mid-Market,North America,20.4,No,53400,68,0,0.0,0.067,20.4,86,4.2157,4.0628,19.4301,10.7868,17.3822,68,25,14,23,6,0.2502,0.2139,0.2741,0.2618
R-1696,M-260,Mid-Market,North America,68.6,Yes,45200,77,3,0.039,0.1291,24.0,86,3.5833,3.6691,13.6505,8.0543,11.8614,74,15,15,35,9,0.2476,0.1785,0.466,0.1079
R-1697,M-260,Mid-Market,North America,24.8,No,42700,64,12,0.1875,0.0829,24.0,73,3.0417,2.9025,16.7444,10.528,15.9016,52,9,13,23,7,0.1453,0.217,0.4381,0.1995
R-1698,M-260,Mid-Market,North America,37.1,Yes,33300,91,6,0.0659,0.0666,24.0,77,3.2083,3.2869,9.4243,8.9417,7.0923,85,30,47,2,6,0.3395,0.5224,0.0449,0.0932
R-1699,M-260,Mid-Market,North America,18.6,No,30500,89,14,0.1573,0.1548,18.6,66,3.5484,3.3791,15.1427,10.0708,14.0239,75,26,13,28,8,0.3555,0.1603,0.3505,0.1337
R-1700,M-260,Mid-Market,North America,16.1,No,42900,60,7,0.1167,0.0824,16.1,45,2.795,2.8851,11.7776,8.0787,11.2934,53,28,9,16,0,0.5488,0.1658,0.2641,0.0213
R-1701,M-260,Mid-Market,North America,47.8,Yes,55700,84,11,0.131,0.1688,24.0,58,2.4167,2.8343,11.9088,10.1006,10.2266,73,15,31,14,13,0.1933,0.4085,0.2232,0.175
R-1702,M-260,Mid-Market,North America,48.7,Yes,40800,66,9,0.1364,0.1314,24.0,62,2.5833,2.8059,11.7713,11.0938,9.1448,57,27,14,4,12,0.4932,0.2813,0.0684,0.1571
R-1703,M-260,Mid-Market,North America,54.8,Yes,50800,62,11,0.1774,0.2091,24.0,129,5.375,4.6584,9.8763,9.8559,7.9698,51,23,12,2,14,0.4362,0.1849,0.1088,0.27
R-1704,M-260,Mid-Market,North America,13.9,No,43000,43,13,0.3023,0.2923,13.9,22,1.5827,1.6282,14.7224,12.3632,17.1273,30,2,12,8,8,0.1315,0.4079,0.2615,0.1991
R-1705,M-261,SMB,EMEA,18.1,No,9000,137,64,0.4672,0.46,18.1,121,6.6851,5.7788,13.7564,10.0992,12.984,73,22,28,12,11,0.2303,0.4663,0.1934,0.11
R-1706,M-261,SMB,EMEA,14.4,No,9800,165,44,0.2667,0.2687,14.4,86,5.9722,5.9562,11.8823,9.9067,11.102,121,51,33,33,4,0.3917,0.3288,0.2256,0.0539
R-1707,M-261,SMB,EMEA,19.6,No,9900,196,72,0.3673,0.3207,19.6,127,6.4796,6.2286,13.0473,10.3801,12.8141,124,36,45,9,34,0.3316,0.2997,0.0908,0.278
R-1708,M-261,SMB,EMEA,5.1,No,10300,28,11,0.3929,0.3429,5.1,50,9.8039,7.9465,12.1048,8.8489,11.1749,17,8,7,2,0,0.3436,0.3816,0.1887,0.0861
R-1709,M-261,SMB,EMEA,4.4,Yes,11800,22,14,0.6364,0.4803,4.4,43,9.7727,7.5436,7.6305,8.0358,5.5114,8,0,3,1,4,0.0703,0.5259,0.1651,0.2387
R-1710,M-261,SMB,EMEA,15.6,No,8200,149,64,0.4295,0.4309,15.6,132,8.4615,8.2913,9.6752,9.5449,9.2008,85,11,36,12,26,0.2187,0.3256,0.2314,0.2242
R-1711,M-261,SMB,EMEA,42.4,Yes,5900,161,84,0.5217,0.5096,24.0,180,7.5,7.5116,12.2305,9.8435,9.8209,77,42,25,4,6,0.4721,0.3446,0.0905,0.0929
R-1712,M-261,SMB,EMEA,24.4,Yes,8900,135,65,0.4815,0.4409,24.0,234,9.75,9.6585,12.264,8.8445,12.6327,70,5,18,32,15,0.034,0.3602,0.446,0.1598
R-1713,M-261,SMB,EMEA,20.4,No,6200,124,50,0.4032,0.4599,20.4,181,8.8725,8.4917,13.5765,10.138,12.7375,74,27,11,25,11,0.3792,0.1702,0.3127,0.1379
R-1714,M-261,SMB,EMEA,11.1,Yes,8500,38,18,0.4737,0.4996,11.1,54,4.8649,5.8412,12.3367,9.7333,11.5643,20,2,12,4,2,0.1667,0.6791,0.0532,0.101
R-1715,M-261,SMB,EMEA,4.4,No,8700,19,6,0.3158,0.254,4.4,37,8.4091,9.2364,14.2813,11.7446,11.2171,13,1,9,2,1,0.1536,0.4861,0.1888,0.1715
R-1716,M-261,SMB,EMEA,40.1,Yes,10900,211,112,0.5308,0.535,24.0,161,6.7083,6.843,10.8746,8.6723,10.8582,99,20,36,30,13,0.1413,0.4362,0.2695,0.153
R-1717,M-261,SMB,EMEA,21.3,Yes,7900,216,92,0.4259,0.4682,21.3,142,6.6667,7.2006,13.9976,9.5651,13.0099,124,56,9,34,25,0.4383,0.0921,0.3083,0.1613
R-1718,M-261,SMB,EMEA,6.1,No,8100,35,15,0.4286,0.3812,6.1,39,6.3934,7.6298,13.4817,9.7773,12.7073,20,4,8,7,1,0.2222,0.3901,0.2772,0.1105
R-1719,M-261,SMB,EMEA,23.6,No,8800,185,49,0.2649,0.2987,23.6,205,8.6864,8.2426,10.83,8.7786,11.3132,136,13,45,18,60,0.0749,0.4012,0.1359,0.388
R-1720,M-261,SMB,EMEA,8.0,No,12400,54,16,0.2963,0.3377,8.0,63,7.875,6.8293,11.8931,9.1315,11.8198,38,6,21,7,4,0.1477,0.5014,0.1692,0.1817
R-1721,M-262,Mid-Market,APAC,26.6,Yes,40800,59,8,0.1356,0.1387,24.0,108,4.5,3.9404,15.8236,9.0477,14.3241,51,35,9,4,3,0.4552,0.2875,0.0936,0.1638
R-1722,M-262,Mid-Market,APAC,46.5,Yes,40300,93,38,0.4086,0.4618,24.0,131,5.4583,4.7234,15.1822,9.3427,16.5411,55,4,11,19,21,0.0961,0.1875,0.3804,0.3361
R-1723,M-262,Mid-Market,APAC,20.8,Yes,35200,99,11,0.1111,0.1818,20.8,78,3.75,4.0333,19.9937,9.9851,20.0285,88,49,15,17,7,0.5065,0.2197,0.2161,0.0577
R-1724,M-262,Mid-Market,APAC,22.9,No,48800,72,21,0.2917,0.1805,22.9,104,4.5415,4.445,11.9228,8.8043,12.6821,51,21,9,15,6,0.3965,0.1633,0.2781,0.1622
R-1725,M-262,Mid-Market,APAC,58.3,Yes,37800,44,2,0.0455,0.1303,24.0,79,3.2917,3.3733,18.0608,10.2543,17.5318,42,11,19,4,8,0.2095,0.643,0.0451,0.1025
R-1726,M-262,Mid-Market,APAC,19.8,Yes,46500,65,33,0.5077,0.461,19.8,106,5.3535,4.9774,15.4925,9.5998,14.7641,32,11,10,8,3,0.2759,0.447,0.2232,0.0539
R-1727,M-262,Mid-Market,APAC,8.7,No,38400,14,2,0.1429,0.1945,8.7,40,4.5977,5.1124,12.6925,11.2549,13.6032,12,4,2,2,4,0.4532,0.2963,0.1497,0.1008
R-1728,M-262,Mid-Market,APAC,38.2,Yes,40000,76,27,0.3553,0.3462,24.0,99,4.125,4.0567,14.9445,10.5919,14.0052,49,14,5,18,12,0.2972,0.121,0.3673,0.2144
R-1729,M-262,Mid-Market,APAC,25.5,Yes,42700,79,22,0.2785,0.2196,24.0,130,5.4167,5.3945,15.36,11.5191,13.4043,57,34,9,5,9,0.5245,0.244,0.0517,0.1799
R-1730,M-262,Mid-Market,APAC,17.6,Yes,41700,58,16,0.2759,0.1889,17.6,48,2.7273,3.2027,17.7546,11.1035,17.1963,42,18,11,2,11,0.3914,0.3007,0.1019,0.206
R-1731,M-263,Mid-Market,EMEA,8.1,Yes,38800,26,7,0.2692,0.2654,8.1,26,3.2099,3.5916,14.4095,8.236,13.2881,19,5,5,7,2,0.1803,0.2562,0.4832,0.0802
R-1732,M-263,Mid-Market,EMEA,24.4,Yes,45200,106,38,0.3585,0.3437,24.0,132,5.5,5.3623,11.0107,9.8283,9.8454,68,34,5,24,5,0.4249,0.1056,0.404,0.0655
R-1733,M-263,Mid-Market,EMEA,15.7,No,32600,65,12,0.1846,0.1283,15.7,50,3.1847,3.2661,9.3161,9.9985,7.6339,53,14,13,23,3,0.3492,0.2395,0.368,0.0434
R-1734,M-263,Mid-Market,EMEA,25.3,No,45300,77,21,0.2727,0.2429,24.0,100,4.1667,4.2259,11.8713,9.9724,11.3588,56,15,29,4,8,0.1935,0.5397,0.1333,0.1335
R-1735,M-263,Mid-Market,EMEA,8.9,No,40600,27,3,0.1111,0.1872,8.9,34,3.8202,3.1114,15.1093,9.16,11.666,24,3,12,5,4,0.0952,0.6585,0.113,0.1332
R-1736,M-263,Mid-Market,EMEA,12.1,No,32400,28,6,0.2143,0.1846,12.1,68,5.6198,5.7862,15.2123,8.2253,17.173,22,3,9,8,2,0.1146,0.3017,0.4986,0.0851
R-1737,M-263,Mid-Market,EMEA,20.5,Yes,41200,51,15,0.2941,0.272,20.5,93,4.5366,4.0939,13.347,8.9238,13.2596,36,12,10,7,7,0.2036,0.3755,0.157,0.2638
R-1738,M-263,Mid-Market,EMEA,10.4,No,47500,27,3,0.1111,0.1662,10.4,32,3.0769,2.6719,12.0877,9.1406,12.2293,24,10,4,4,6,0.4645,0.1406,0.1099,0.285
R-1739,M-263,Mid-Market,EMEA,33.6,No,26900,64,12,0.1875,0.2185,24.0,88,3.6667,3.4398,9.2902,8.6881,7.0814,52,9,9,27,7,0.1666,0.175,0.5126,0.1459
R-1740,M-263,Mid-Market,EMEA,15.2,No,39300,42,7,0.1667,0.1393,15.2,81,5.3289,5.4045,16.7307,10.8732,15.3267,35,6,13,12,4,0.1307,0.3992,0.3256,0.1445
R-1741,M-263,Mid-Market,EMEA,13.4,No,44400,52,14,0.2692,0.2593,13.4,58,4.3284,4.5535,15.9895,10.4605,16.2335,38,20,12,6,0,0.4048,0.5011,0.0769,0.0172
R-1742,M-264,Enterprise,EMEA,29.4,Yes,209000,32,15,0.4688,0.2481,24.0,70,2.9167,2.945,18.7743,12.3807,16.6192,17,4,11,2,0,0.2415,0.5209,0.1687,0.069
R-1743,M-264,Enterprise,EMEA,20.7,Yes,188100,33,6,0.1818,0.2268,20.7,71,3.43,3.4755,15.2789,9.5953,17.1025,27,8,7,5,7,0.3476,0.1788,0.1393,0.3342
R-1744,M-264,Enterprise,EMEA,13.7,Yes,198500,22,4,0.1818,0.2743,13.7,39,2.8467,1.9416,10.03,10.5384,6.8814,18,8,5,2,3,0.4829,0.3171,0.1026,0.0974
R-1745,M-264,Enterprise,EMEA,17.5,No,182100,21,0,0.0,0.1283,17.5,48,2.7429,2.8183,8.7658,9.4063,8.2953,21,11,10,0,0,0.4704,0.3909,0.0336,0.1051
R-1746,M-264,Enterprise,EMEA,7.3,No,153700,5,0,0.0,0.118,7.3,12,1.6438,2.7649,9.1316,9.377,12.2577,5,4,1,0,0,0.3841,0.3363,0.1081,0.1716
R-1747,M-264,Enterprise,EMEA,9.7,Yes,186100,12,5,0.4167,0.209,9.7,12,1.2371,1.6078,7.7006,10.0303,12.3906,7,7,0,0,0,0.7949,0.1231,0.0261,0.0559
R-1748,M-265,SMB,APAC,42.2,Yes,10000,209,92,0.4402,0.4602,24.0,222,9.25,8.8472,14.8314,10.1571,13.1681,117,18,37,32,30,0.1375,0.2665,0.3281,0.2679
R-1749,M-265,SMB,APAC,58.1,No,7000,201,111,0.5522,0.5548,24.0,122,5.0833,5.8884,10.8539,9.4234,10.1657,90,11,20,13,46,0.1098,0.27,0.1203,0.4999
R-1750,M-265,SMB,APAC,3.9,No,11500,16,6,0.375,0.3869,3.9,24,6.1538,5.9988,14.5011,8.0986,11.9956,10,3,3,0,4,0.1562,0.2467,0.3699,0.2272
R-1751,M-265,SMB,APAC,29.7,Yes,12400,200,93,0.465,0.4479,24.0,139,5.7917,5.8719,11.1773,9.1047,10.1021,107,7,50,32,18,0.0911,0.5087,0.2455,0.1547
R-1752,M-265,SMB,APAC,8.8,Yes,8800,91,33,0.3626,0.3869,8.8,41,4.6591,4.6233,16.1677,11.4204,16.6131,58,15,25,14,4,0.1995,0.4473,0.2944,0.0588
R-1753,M-265,SMB,APAC,1.7,Yes,12600,7,2,0.2857,0.3302,1.7,11,6.4706,8.7896,14.8142,13.8518,13.1425,5,0,5,0,0,0.0911,0.5511,0.2828,0.075
R-1754,M-265,SMB,APAC,22.1,No,10000,163,44,0.2699,0.3022,22.1,67,3.0317,3.9055,14.2511,9.8978,14.2874,119,43,24,36,16,0.3294,0.2735,0.2686,0.1285
R-1755,M-265,SMB,APAC,16.6,Yes,9500,186,61,0.328,0.3422,16.6,76,4.5783,4.6359,15.1525,9.6138,15.3174,125,22,30,62,11,0.2567,0.2396,0.4391,0.0645
R-1756,M-265,SMB,APAC,34.2,Yes,7000,217,81,0.3733,0.3766,24.0,130,5.4167,4.9206,13.8482,10.0968,13.1071,136,26,68,30,12,0.2063,0.4569,0.2425,0.0943
R-1757,M-265,SMB,APAC,31.0,Yes,12000,178,68,0.382,0.3924,24.0,167,6.9583,6.6212,15.285,10.1016,14.4045,110,18,12,26,54,0.1242,0.16,0.2116,0.5042
R-1758,M-265,SMB,APAC,12.5,No,9000,105,34,0.3238,0.338,12.5,59,4.72,4.8642,12.9005,9.7985,11.4491,71,11,28,21,11,0.2037,0.3991,0.2622,0.1349
R-1759,M-265,SMB,APAC,15.4,No,7400,84,38,0.4524,0.4085,15.4,118,7.6623,7.8172,12.501,10.2613,11.8398,46,17,15,8,6,0.3072,0.2969,0.198,0.1979
R-1760,M-265,SMB,APAC,13.5,Yes,8000,85,20,0.2353,0.372,13.5,80,5.9259,6.803,15.6882,10.2522,14.4034,65,31,9,21,4,0.442,0.1897,0.2839,0.0844
R-1761,M-265,SMB,APAC,19.8,No,7900,167,39,0.2335,0.233,19.8,142,7.1717,8.2597,14.225,9.0647,11.9083,128,26,62,35,5,0.2362,0.4389,0.2704,0.0545
R-1762,M-265,SMB,APAC,13.8,No,9000,123,47,0.3821,0.3558,13.8,98,7.1014,7.7999,14.0899,10.8181,12.0822,76,11,25,27,13,0.1135,0.2627,0.4014,0.2224
R-1763,M-265,SMB,APAC,37.2,No,8600,150,65,0.4333,0.3278,24.0,163,6.7917,6.4947,12.615,9.575,12.771,85,13,43,20,9,0.1565,0.491,0.2297,0.1229
R-1764,M-266,Mid-Market,EMEA,36.1,No,46100,75,13,0.1733,0.1663,24.0,71,2.9583,3.2675,11.3279,9.0775,11.4716,62,25,16,8,13,0.4042,0.2826,0.1369,0.1763
R-1765,M-266,Mid-Market,EMEA,17.8,No,46100,50,7,0.14,0.1231,17.8,58,3.2584,2.9979,7.2757,7.8216,5.3863,43,5,15,9,14,0.1649,0.3481,0.1712,0.3158
R-1766,M-266,Mid-Market,EMEA,6.0,No,58200,18,5,0.2778,0.2147,6.0,24,4.0,3.1688,16.245,9.9314,14.2005,13,5,1,4,3,0.4405,0.1027,0.3669,0.0899
R-1767,M-266,Mid-Market,EMEA,80.9,Yes,31200,65,17,0.2615,0.2841,24.0,146,6.0833,5.0286,18.1475,10.5351,17.3215,48,22,11,13,2,0.3562,0.2903,0.2419,0.1116
R-1768,M-266,Mid-Market,EMEA,39.8,No,49900,58,3,0.0517,0.1107,24.0,120,5.0,4.7617,11.2534,11.0982,11.1898,55,20,8,13,14,0.248,0.1737,0.2851,0.2932
R-1769,M-266,Mid-Market,EMEA,16.7,Yes,51900,53,18,0.3396,0.2848,16.7,75,4.491,4.1875,16.0512,11.009,14.7733,35,5,5,24,1,0.0904,0.3296,0.5075,0.0725
R-1770,M-266,Mid-Market,EMEA,5.9,No,48000,16,2,0.125,0.1514,5.9,18,3.0508,3.5757,9.3679,8.1426,8.8813,14,5,6,3,0,0.2892,0.4648,0.1867,0.0593
R-1771,M-266,Mid-Market,EMEA,23.4,Yes,50800,129,34,0.2636,0.2171,23.4,105,4.4872,4.183,9.399,8.4282,7.8029,95,43,34,17,1,0.3681,0.3691,0.2278,0.035
R-1772,M-266,Mid-Market,EMEA,9.8,No,43900,30,4,0.1333,0.2233,9.8,27,2.7551,2.3271,16.2618,10.8487,16.0472,26,8,14,3,1,0.462,0.3857,0.141,0.0113
R-1773,M-266,Mid-Market,EMEA,9.3,No,39600,37,6,0.1622,0.1459,9.3,54,5.8065,4.5556,11.473,9.0201,10.8359,31,4,11,13,3,0.4223,0.322,0.187,0.0686
R-1774,M-266,Mid-Market,EMEA,3.9,Yes,46600,4,0,0.0,0.0879,3.9,15,3.8462,3.8921,29.3684,9.4569,18.1023,4,2,2,0,0,0.2049,0.4508,0.0736,0.2706
R-1775,M-267,SMB,APAC,30.2,Yes,7700,157,42,0.2675,0.3186,24.0,104,4.3333,3.4187,9.5578,9.2949,8.875,115,25,40,39,11,0.283,0.3126,0.2979,0.1065
R-1776,M-267,SMB,APAC,16.7,Yes,6700,103,25,0.2427,0.32,16.7,87,5.2096,4.7395,19.7849,10.4429,19.4642,78,25,13,14,26,0.2162,0.2408,0.3066,0.2364
R-1777,M-267,SMB,APAC,26.9,No,8400,148,35,0.2365,0.2537,24.0,149,6.2083,5.8111,11.4947,10.1421,9.0439,113,20,51,40,2,0.1724,0.4873,0.3159,0.0244
R-1778,M-267,SMB,APAC,10.5,No,9900,88,24,0.2727,0.274,10.5,64,6.0952,5.635,12.4294,9.8959,10.4883,64,17,18,24,5,0.3058,0.2918,0.3275,0.0749
R-1779,M-267,SMB,APAC,17.7,No,11800,125,24,0.192,0.1982,17.7,106,5.9887,5.6589,13.5063,9.1257,14.3482,101,33,37,16,15,0.3724,0.2949,0.1644,0.1682
R-1780,M-267,SMB,APAC,15.2,No,9000,92,40,0.4348,0.3988,15.2,102,6.7105,6.7558,14.9243,10.4262,14.5267,52,5,29,17,1,0.093,0.6251,0.2801,0.0019
R-1781,M-267,SMB,APAC,17.8,Yes,8100,147,63,0.4286,0.4555,17.8,95,5.3371,5.635,15.0104,9.3483,15.4095,84,21,32,20,11,0.1278,0.4493,0.3514,0.0714
R-1782,M-267,SMB,APAC,13.5,Yes,8300,113,43,0.3805,0.3399,13.5,74,5.4815,5.7686,15.295,10.7108,14.4472,70,19,35,4,12,0.3192,0.4173,0.13,0.1334
R-1783,M-267,SMB,APAC,16.7,No,10200,138,31,0.2246,0.219,16.7,114,6.8263,7.0133,10.7498,8.4632,10.5086,107,14,30,21,42,0.1918,0.2747,0.1683,0.3651
R-1784,M-267,SMB,APAC,37.8,Yes,8300,167,70,0.4192,0.4404,24.0,124,5.1667,5.1806,10.0243,8.7551,9.184,97,24,34,35,4,0.2629,0.3014,0.3883,0.0474
R-1785,M-267,SMB,APAC,30.0,No,8800,182,43,0.2363,0.2869,24.0,293,12.2083,10.983,16.584,10.3755,15.8386,139,25,61,42,11,0.1422,0.4645,0.2833,0.11
R-1786,M-267,SMB,APAC,10.8,No,11200,89,45,0.5056,0.4338,10.8,45,4.1667,4.3538,12.515,10.172,12.7609,44,5,17,15,7,0.1884,0.3684,0.3018,0.1415
R-1787,M-268,Mid-Market,EMEA,12.7,Yes,49800,51,18,0.3529,0.3342,12.7,38,2.9921,3.1922,8.392,7.8316,9.6021,33,7,15,8,3,0.2511,0.5392,0.1557,0.0541
R-1788,M-268,Mid-Market,EMEA,8.9,Yes,26100,43,10,0.2326,0.1838,8.9,48,5.3933,5.8587,12.0403,10.865,12.7414,33,17,8,4,4,0.563,0.2254,0.0681,0.1435
R-1789,M-268,Mid-Market,EMEA,17.7,No,33600,67,11,0.1642,0.1817,17.7,74,4.1808,4.085,11.3861,9.1659,11.6114,56,20,8,24,4,0.3209,0.2201,0.3397,0.1193
R-1790,M-268,Mid-Market,EMEA,39.4,No,46900,88,22,0.25,0.3755,24.0,111,4.625,4.395,12.277,10.3537,11.7074,66,23,15,10,18,0.3067,0.2189,0.1374,0.3371
R-1791,M-268,Mid-Market,EMEA,35.5,No,43300,63,17,0.2698,0.2095,24.0,89,3.7083,3.9776,11.0646,9.8663,8.0708,46,9,13,5,19,0.196,0.2051,0.1072,0.4917
R-1792,M-268,Mid-Market,EMEA,9.4,No,37800,13,3,0.2308,0.2425,9.4,43,4.5745,5.4697,8.2088,8.4651,8.3385,10,2,4,0,4,0.1309,0.4966,0.1499,0.2225
R-1793,M-268,Mid-Market,EMEA,41.6,No,28900,80,12,0.15,0.2195,24.0,95,3.9583,3.9609,9.4618,8.2595,7.6639,68,26,24,7,11,0.4092,0.3168,0.1055,0.1686
R-1794,M-268,Mid-Market,EMEA,8.2,Yes,39400,19,6,0.3158,0.3916,8.2,27,3.2927,4.5685,18.4829,8.2427,16.1949,13,2,5,5,1,0.3577,0.2778,0.2962,0.0683
R-1795,M-268,Mid-Market,EMEA,34.8,No,49700,99,10,0.101,0.1457,24.0,120,5.0,5.0067,9.6873,8.9486,9.0273,89,37,21,9,22,0.4126,0.2257,0.1517,0.2101
R-1796,M-268,Mid-Market,EMEA,46.9,Yes,41900,76,29,0.3816,0.433,24.0,106,4.4167,4.3937,7.12,8.1613,6.4114,47,25,6,12,4,0.4888,0.1608,0.2246,0.1258
R-1797,M-268,Mid-Market,EMEA,22.7,Yes,38500,68,14,0.2059,0.2285,22.7,110,4.8458,4.4969,7.7201,8.5112,3.9075,54,17,13,9,15,0.2801,0.2532,0.1471,0.3196
R-1798,M-268,Mid-Market,EMEA,26.5,Yes,48400,82,23,0.2805,0.283,24.0,74,3.0833,2.8486,13.4396,10.262,11.4798,59,14,4,28,13,0.2747,0.0753,0.4271,0.2229
R-1799,M-268,Mid-Market,EMEA,72.2,Yes,31600,57,15,0.2632,0.3111,24.0,139,5.7917,4.9337,9.8989,8.0838,7.6846,42,14,5,18,5,0.2935,0.2178,0.4343,0.0544
R-1800,M-268,Mid-Market,EMEA,62.1,Yes,41600,76,20,0.2632,0.293,24.0,51,2.125,2.0679,8.8782,8.1011,8.2316,56,20,26,5,5,0.2882,0.5562,0.0877,0.0678
R-1801,M-268,Mid-Market,EMEA,9.2,Yes,38800,28,9,0.3214,0.2636,9.2,18,1.9565,2.755,8.4942,8.2377,6.9268,19,15,1,1,2,0.6539,0.1644,0.0753,0.1064
R-1802,M-269,Enterprise,EMEA,16.5,No,148900,24,4,0.1667,0.2045,16.5,23,1.3939,1.676,8.7296,6.4697,10.6997,20,8,5,5,2,0.2832,0.3478,0.3005,0.0685
R-1803,M-269,Enterprise,EMEA,18.6,Yes,147200,28,7,0.25,0.2429,18.6,43,2.3118,2.9867,11.6553,7.6999,11.5697,21,7,9,4,1,0.2533,0.6269,0.0785,0.0413
R-1804,M-269,Enterprise,EMEA,5.1,No,206200,6,1,0.1667,0.2313,5.1,10,1.9608,2.8176,6.4594,4.2253,9.6848,5,3,1,0,1,0.4154,0.439,0.0376,0.108
R-1805,M-269,Enterprise,EMEA,21.9,No,188100,24,3,0.125,0.1817,21.9,20,0.9132,1.0847,14.1047,10.4655,14.0521,21,8,6,1,6,0.5326,0.3308,0.0494,0.0872
R-1806,M-269,Enterprise,EMEA,30.1,No,171100,39,9,0.2308,0.2796,24.0,50,2.0833,2.2105,10.2353,10.3041,8.3777,30,17,7,2,4,0.4777,0.3009,0.0481,0.1733
